FISCAL_YEAR,DISTRICT_ID,DISTRICT NAME, PROPTAX , FEDERAL , STATE , LOCAL , TOTAL ,MEMBER
2017-18,602,Bonduel," $4,519,799.00 "," $516,998.96 "," $5,492,686.17 "," $463,261.29 "," $10,992,745.42 ",835
2017-18,609,Boscobel," $3,283,611.00 "," $897,221.58 "," $7,364,433.21 "," $264,702.33 "," $11,809,968.12 ",842
2017-18,623,Bowler," $1,555,285.00 "," $1,279,567.91 "," $3,835,460.39 "," $104,904.98 "," $6,775,218.28 ",420
2017-18,637,Boyceville Community," $3,123,982.00 "," $592,061.22 "," $6,455,471.61 "," $316,616.61 "," $10,488,131.44 ",740
2017-18,657,Brighton #1," $1,147,505.00 "," $93,742.68 "," $414,068.88 "," $63,587.83 "," $1,718,904.39 ",97
2017-18,658,Brillion," $3,583,302.00 "," $520,760.21 "," $6,838,981.73 "," $799,297.29 "," $11,742,341.23 ",923
2017-18,665,Bristol #1," $3,910,225.00 "," $332,998.69 "," $3,581,637.52 "," $269,256.83 "," $8,094,118.04 ",720
2017-18,700,Brodhead," $3,695,179.00 "," $830,544.22 "," $7,776,038.82 "," $701,731.81 "," $13,003,493.85 ",1044
2017-18,721,Brown Deer," $12,515,022.61 "," $1,279,283.04 "," $11,471,086.04 "," $1,196,015.18 "," $26,461,406.87 ",1703
2017-18,735,Bruce," $3,325,614.00 "," $622,263.56 "," $2,920,526.44 "," $232,183.07 "," $7,100,587.07 ",495
2017-18,777,Burlington Area," $21,144,836.00 "," $2,573,230.37 "," $19,055,978.97 "," $1,960,005.85 "," $44,734,051.19 ",3318
2017-18,840,Butternut," $1,097,581.00 "," $245,436.33 "," $1,421,199.10 "," $435,637.43 "," $3,199,853.86 ",191
2017-18,870,Cadott Community," $3,961,205.00 "," $649,219.99 "," $6,811,957.12 "," $501,733.31 "," $11,924,115.42 ",874
2017-18,882,Cambria-Friesland," $2,594,456.00 "," $416,816.93 "," $2,584,434.22 "," $480,713.15 "," $6,076,420.30 ",391
2017-18,896,Cambridge," $7,382,850.00 "," $464,662.98 "," $4,052,624.65 "," $498,484.92 "," $12,398,622.55 ",885
2017-18,903,Cameron," $4,108,469.00 "," $648,714.22 "," $7,663,913.54 "," $705,209.30 "," $13,126,306.06 ",942
2017-18,910,Campbellsport," $9,728,829.00 "," $807,237.99 "," $7,363,578.28 "," $1,361,624.60 "," $19,261,269.87 ",1372
2017-18,980,Cashton," $2,027,935.00 "," $832,682.97 "," $5,163,073.22 "," $314,039.76 "," $8,337,730.95 ",579
2017-18,994,Cassville," $2,173,505.00 "," $263,854.74 "," $1,277,653.27 "," $305,683.53 "," $4,020,696.54 ",237
2017-18,1029,Cedar Grove-Belgium Area," $5,613,080.00 "," $526,798.37 "," $6,948,053.21 "," $751,054.02 "," $13,838,985.60 ",1051
2017-18,1015,Cedarburg," $21,642,869.00 "," $824,514.29 "," $12,391,578.18 "," $1,971,171.77 "," $36,830,133.24 ",2929
2017-18,5054,Central/Westosha UHS," $8,064,927.00 "," $283,394.63 "," $7,150,317.05 "," $1,001,528.15 "," $16,500,166.83 ",1134
2017-18,1071,Chequamegon," $6,138,401.00 "," $1,150,463.72 "," $3,369,570.98 "," $414,810.13 "," $11,073,245.83 ",772
2017-18,1080,Chetek-Weyerhaeuser," $10,361,868.00 "," $843,293.69 "," $4,090,168.08 "," $920,120.66 "," $16,215,450.43 ",1054
2017-18,1085,Chilton," $5,498,686.00 "," $754,292.36 "," $7,960,054.92 "," $848,473.06 "," $15,061,506.34 ",1127
2017-18,1092,Chippewa Falls Area," $22,759,386.00 "," $3,571,121.31 "," $34,162,642.28 "," $2,442,754.58 "," $62,935,904.17 ",5230
2017-18,1120,Clayton," $1,257,598.00 "," $408,188.89 "," $3,184,769.13 "," $155,713.42 "," $5,006,269.44 ",334
2017-18,1127,Clear Lake," $2,020,479.00 "," $490,165.42 "," $5,705,102.46 "," $415,440.29 "," $8,631,187.17 ",654
2017-18,1134,Clinton Community," $5,289,620.00 "," $701,439.90 "," $8,609,629.91 "," $492,577.56 "," $15,093,267.37 ",1015
2017-18,1141,Clintonville," $6,486,709.00 "," $1,273,923.57 "," $11,336,100.57 "," $720,299.49 "," $19,817,032.63 ",1356
2017-18,1155,Cochrane-Fountain City," $3,601,180.00 "," $465,434.95 "," $4,416,389.34 "," $573,351.70 "," $9,056,355.99 ",647
2017-18,1162,Colby," $3,153,658.00 "," $936,940.49 "," $8,281,704.84 "," $407,859.79 "," $12,780,163.12 ",959
2017-18,1169,Coleman," $4,227,918.00 "," $570,054.03 "," $4,004,827.28 "," $259,448.26 "," $9,062,247.57 ",690
2017-18,1176,Colfax," $2,781,921.00 "," $649,342.31 "," $6,134,644.86 "," $341,991.63 "," $9,907,899.80 ",841
2017-18,1183,Columbus," $6,903,675.00 "," $1,048,134.19 "," $8,217,319.74 "," $564,540.33 "," $16,733,669.26 ",1288
2017-18,1204,Cornell," $1,236,681.00 "," $551,087.54 "," $3,611,458.48 "," $237,687.04 "," $5,636,914.06 ",438
2017-18,1218,Crandon," $6,631,840.00 "," $2,018,096.59 "," $3,863,410.53 "," $385,347.93 "," $12,898,695.05 ",902
2017-18,1232,Crivitz," $6,647,895.00 "," $683,087.83 "," $1,462,405.42 "," $391,582.74 "," $9,184,970.99 ",784
2017-18,1246,Cuba City," $3,722,055.00 "," $495,745.46 "," $5,130,173.53 "," $679,625.11 "," $10,027,599.10 ",679
2017-18,1253,Cudahy," $10,851,081.00 "," $2,765,195.84 "," $21,428,813.53 "," $1,954,529.30 "," $36,999,619.67 ",2437
2017-18,1260,Cumberland," $6,467,215.00 "," $959,700.18 "," $5,323,107.85 "," $441,368.75 "," $13,191,391.78 ",928
2017-18,4970,D C Everest Area," $25,161,256.00 "," $3,585,864.22 "," $45,262,629.37 "," $4,135,596.82 "," $78,145,346.41 ",5958
2017-18,1295,Darlington Community," $3,751,784.00 "," $595,885.53 "," $6,436,539.22 "," $520,681.55 "," $11,304,890.30 ",816
2017-18,1309,Deerfield Community," $4,812,384.06 "," $389,895.56 "," $5,654,157.42 "," $748,173.31 "," $11,604,610.35 ",790
2017-18,1316,Deforest Area," $24,348,435.00 "," $1,828,353.87 "," $18,978,335.24 "," $2,421,843.02 "," $47,576,967.13 ",3679
2017-18,1380,Delavan-Darien," $15,026,393.00 "," $2,683,162.71 "," $14,562,618.41 "," $904,702.51 "," $33,176,876.63 ",2608
2017-18,1407,Denmark," $6,617,004.00 "," $800,406.43 "," $9,735,823.96 "," $1,471,002.84 "," $18,624,237.23 ",1457
2017-18,1414,Depere," $20,776,671.00 "," $1,820,151.49 "," $26,134,095.46 "," $2,237,062.86 "," $50,967,980.81 ",4004
2017-18,1421,Desoto Area," $4,033,022.00 "," $898,429.26 "," $3,366,033.13 "," $271,670.28 "," $8,569,154.67 ",552
2017-18,2744,Dodgeland," $4,092,344.00 "," $627,759.12 "," $6,883,595.00 "," $410,758.57 "," $12,014,456.69 ",801
2017-18,1428,Dodgeville," $8,035,521.00 "," $1,003,597.07 "," $8,962,011.29 "," $2,771,346.37 "," $20,772,475.73 ",1316
2017-18,1449,Dover #1," $614,461.00 "," $38,244.20 "," $737,804.42 "," $47,951.12 "," $1,438,460.74 ",104
2017-18,1491,Drummond," $4,424,016.00 "," $537,938.07 "," $1,104,698.75 "," $80,929.24 "," $6,147,582.06 ",404
2017-18,1499,Durand," $5,284,129.00 "," $834,778.67 "," $6,686,342.36 "," $632,480.90 "," $13,437,730.93 ",969
2017-18,1540,East Troy Community," $14,818,621.00 "," $1,052,030.15 "," $6,021,107.54 "," $1,329,235.39 "," $23,220,994.08 ",1758
2017-18,1554,Eau Claire Area," $62,591,730.00 "," $9,021,142.56 "," $71,540,400.80 "," $5,400,386.45 "," $148,553,659.80 ",11548
2017-18,1561,Edgar," $2,551,084.00 "," $549,344.22 "," $5,722,148.04 "," $692,085.57 "," $9,514,661.83 ",602
2017-18,1568,Edgerton," $10,138,897.00 "," $1,290,733.41 "," $12,771,099.85 "," $1,106,644.00 "," $25,307,374.26 ",1945
2017-18,1582,Elcho," $5,343,348.00 "," $418,444.54 "," $716,070.83 "," $286,946.53 "," $6,764,809.90 ",313
2017-18,1600,Eleva-Strum," $3,144,666.00 "," $423,448.98 "," $5,279,260.04 "," $247,380.95 "," $9,094,755.97 ",634
2017-18,1645,Elk Mound Area," $2,877,593.00 "," $776,685.19 "," $9,161,468.08 "," $679,465.28 "," $13,495,211.55 ",1134
2017-18,1631,Elkhart Lake-Glenbeulah," $5,302,434.00 "," $275,435.98 "," $843,519.71 "," $503,248.66 "," $6,924,638.35 ",463
2017-18,1638,Elkhorn Area," $19,350,851.00 "," $1,913,622.55 "," $17,715,589.58 "," $2,075,253.64 "," $41,055,316.77 ",3125
2017-18,1659,Ellsworth Community," $9,716,975.00 "," $926,446.00 "," $11,872,665.53 "," $1,382,617.02 "," $23,898,703.55 ",1699
2017-18,714,Elmbrook," $79,622,368.00 "," $2,460,097.02 "," $10,812,831.92 "," $7,121,604.07 "," $100,016,901.00 ",7158
2017-18,1666,Elmwood," $2,139,840.00 "," $210,110.04 "," $2,884,174.32 "," $238,516.62 "," $5,472,640.98 ",317
2017-18,1687,Erin," $2,028,785.00 "," $145,328.33 "," $617,322.13 "," $202,731.16 "," $2,994,166.62 ",227
2017-18,1694,Evansville Community," $8,409,637.00 "," $903,930.22 "," $15,621,586.06 "," $1,104,824.70 "," $26,039,977.98 ",1845
2017-18,1729,Fall Creek," $3,279,293.00 "," $405,515.85 "," $5,963,611.83 "," $411,172.41 "," $10,059,593.09 ",798
2017-18,1736,Fall River," $2,552,452.00 "," $340,072.88 "," $3,590,444.31 "," $280,131.59 "," $6,763,100.78 ",531
2017-18,1813,Fennimore Community," $2,544,565.00 "," $769,288.33 "," $7,043,477.43 "," $431,347.49 "," $10,788,678.25 ",762
2017-18,5757,Flambeau," $3,075,087.00 "," $764,810.74 "," $4,716,749.21 "," $319,686.54 "," $8,876,333.49 ",617
2017-18,1855,Florence," $5,694,826.00 "," $493,828.32 "," $1,634,133.96 "," $415,612.70 "," $8,238,400.98 ",471
2017-18,1862,Fond Du Lac," $32,066,400.00 "," $7,476,468.14 "," $53,085,542.73 "," $4,826,447.29 "," $97,454,858.16 ",7537
2017-18,1870,Fontana J8," $2,955,894.00 "," $168,917.85 "," $251,413.47 "," $97,339.68 "," $3,473,565.00 ",164
2017-18,1883,Fort Atkinson," $15,198,090.00 "," $2,064,146.45 "," $19,858,749.91 "," $1,375,567.31 "," $38,496,553.67 ",2858
2017-18,1890,Fox Point J2," $9,809,203.00 "," $443,350.42 "," $1,059,090.84 "," $394,166.01 "," $11,705,810.27 ",683
2017-18,1900,Franklin Public," $33,783,303.00 "," $1,648,569.00 "," $21,226,400.52 "," $4,359,645.53 "," $61,017,918.05 ",4280
2017-18,1939,Frederic," $2,946,432.00 "," $626,693.31 "," $3,805,570.43 "," $621,590.97 "," $8,000,286.71 ",544
2017-18,1953,Freedom Area," $6,180,154.00 "," $780,419.41 "," $11,203,361.35 "," $698,405.78 "," $18,862,340.54 ",1692
2017-18,4843,Friess Lake," $1,442,972.00 "," $99,468.90 "," $320,970.80 "," $83,089.94 "," $1,946,501.64 ",129
2017-18,2009,Galesville-Ettrick-Trempealeau," $7,093,750.00 "," $724,881.50 "," $10,072,332.85 "," $1,101,793.62 "," $18,992,757.97 ",1470
2017-18,2044,Geneva J4," $2,226,433.00 "," $74,392.31 "," $83,517.88 "," $77,649.82 "," $2,461,993.01 ",120
2017-18,2051,Genoa City J2," $2,909,453.00 "," $252,881.40 "," $5,199,393.14 "," $92,085.25 "," $8,453,812.79 ",644
2017-18,2058,Germantown," $29,906,224.00 "," $1,535,454.79 "," $15,546,966.03 "," $2,105,451.53 "," $49,094,096.35 ",3935
2017-18,2114,Gibraltar Area," $9,974,005.00 "," $372,886.80 "," $943,492.66 "," $313,747.34 "," $11,604,131.80 ",523
2017-18,2128,Gillett," $2,288,065.00 "," $655,956.17 "," $4,750,939.79 "," $236,033.01 "," $7,930,993.97 ",623
2017-18,2135,Gilman," $3,003,957.00 "," $498,551.83 "," $2,883,898.88 "," $226,494.92 "," $6,612,902.63 ",400
2017-18,2142,Gilmanton," $1,292,367.00 "," $184,798.12 "," $994,428.02 "," $93,574.88 "," $2,565,168.02 ",167
2017-18,2184,Glendale-River Hills," $13,409,420.00 "," $786,003.96 "," $1,750,638.83 "," $991,944.73 "," $16,938,007.52 ",962
2017-18,2198,Glenwood City," $2,465,556.00 "," $510,635.82 "," $6,446,466.66 "," $268,990.57 "," $9,691,649.05 ",726
2017-18,2212,Goodman-Armstrong," $1,673,988.00 "," $179,143.10 "," $312,766.41 "," $52,327.21 "," $2,218,224.72 ",114
2017-18,2217,Grafton," $18,605,794.00 "," $1,046,633.18 "," $8,078,663.37 "," $3,137,329.57 "," $30,868,420.12 ",2044
2017-18,2226,Granton Area," $1,089,807.00 "," $525,920.29 "," $2,142,519.14 "," $319,483.44 "," $4,077,729.87 ",245
2017-18,2233,Grantsburg," $3,225,779.00 "," $946,734.06 "," $6,044,461.55 "," $329,127.87 "," $10,546,102.48 ",893
2017-18,2289,Green Bay Area," $87,010,774.00 "," $30,618,042.57 "," $185,549,801.20 "," $13,513,172.33 "," $316,691,790.10 ",22538
2017-18,2310,Green Lake," $4,160,965.00 "," $187,965.40 "," $308,920.80 "," $212,612.33 "," $4,870,463.53 ",254
2017-18,2296,Greendale," $14,418,813.00 "," $1,531,239.08 "," $15,070,530.30 "," $2,536,454.82 "," $33,557,037.20 ",2426
2017-18,2303,Greenfield," $22,523,672.00 "," $2,688,872.17 "," $19,174,946.32 "," $1,510,996.49 "," $45,898,486.98 ",3432
2017-18,2394,Greenwood," $2,263,127.00 "," $578,164.61 "," $3,436,386.02 "," $190,323.46 "," $6,468,001.09 ",427
2017-18,2415,Gresham," $1,440,669.00 "," $423,170.19 "," $2,395,090.88 "," $111,417.32 "," $4,370,347.39 ",270
2017-18,2420,Hamilton," $28,820,562.00 "," $1,566,609.65 "," $23,462,613.63 "," $3,086,467.23 "," $56,936,252.51 ",4853
2017-18,2443,Hartford J1," $9,788,739.00 "," $1,266,257.22 "," $13,920,546.79 "," $906,634.73 "," $25,882,177.74 ",2050
2017-18,2436,Hartford UHS," $11,481,078.00 "," $636,270.31 "," $6,889,697.06 "," $1,718,951.99 "," $20,725,997.36 ",1514
2017-18,2460,Hartland-Lakeside J3," $9,678,185.00 "," $521,943.83 "," $4,477,089.51 "," $720,652.99 "," $15,397,871.33 ",1235
2017-18,2478,Hayward Community," $18,408,882.00 "," $3,144,258.35 "," $2,959,360.31 "," $853,549.31 "," $25,366,049.97 ",1812
2017-18,2525,Herman-Neosho-Rubicon," $2,886,153.00 "," $239,791.21 "," $2,235,161.17 "," $208,461.59 "," $5,569,566.97 ",346
2017-18,2527,Highland," $1,422,213.00 "," $183,817.21 "," $2,808,427.56 "," $155,233.33 "," $4,569,691.10 ",311
2017-18,2534,Hilbert," $2,784,832.00 "," $296,833.01 "," $3,029,839.10 "," $396,931.82 "," $6,508,435.93 ",457
2017-18,2541,Hillsboro," $2,155,860.00 "," $1,138,233.57 "," $4,424,339.39 "," $334,849.53 "," $8,053,282.49 ",541
2017-18,2562,Holmen," $17,263,314.00 "," $2,221,873.63 "," $33,296,167.63 "," $3,767,465.52 "," $56,548,820.78 ",4160
2017-18,2576,Horicon," $4,362,790.00 "," $582,993.70 "," $5,642,367.36 "," $290,189.34 "," $10,878,340.40 ",828
2017-18,2583,Hortonville," $17,746,832.00 "," $1,535,771.65 "," $23,868,073.40 "," $1,632,609.47 "," $44,783,286.52 ",3859
2017-18,2605,Howards Grove," $4,421,147.00 "," $355,498.78 "," $5,488,535.57 "," $571,592.14 "," $10,836,773.49 ",849
2017-18,2604,Howard-Suamico," $25,126,503.00 "," $2,549,904.60 "," $38,922,545.06 "," $3,739,384.53 "," $70,338,337.19 ",5666
2017-18,2611,Hudson," $42,126,310.00 "," $2,226,356.07 "," $28,294,456.05 "," $4,866,899.82 "," $77,514,021.94 ",5668
2017-18,2618,Hurley," $3,438,046.00 "," $596,650.94 "," $3,646,752.21 "," $539,480.85 "," $8,220,930.00 ",555
2017-18,2625,Hustisford," $3,024,370.00 "," $281,160.28 "," $2,274,309.66 "," $327,700.40 "," $5,907,540.34 ",441
2017-18,2632,Independence," $2,163,493.00 "," $438,623.34 "," $3,254,303.91 "," $212,072.26 "," $6,068,492.51 ",405
2017-18,2639,Iola-Scandinavia," $4,126,649.00 "," $508,047.35 "," $4,455,931.63 "," $485,829.71 "," $9,576,457.69 ",696
2017-18,2646,Iowa-Grant," $3,105,091.00 "," $606,021.17 "," $6,922,331.58 "," $303,025.83 "," $10,936,469.58 ",741
2017-18,2660,Ithaca," $1,395,579.00 "," $321,917.69 "," $2,828,741.15 "," $223,260.52 "," $4,769,498.36 ",322
2017-18,2695,Janesville," $36,260,850.00 "," $11,127,884.53 "," $78,403,592.35 "," $3,923,616.85 "," $129,715,943.70 ",9890
2017-18,2702,Jefferson," $10,360,991.00 "," $1,590,092.68 "," $14,629,780.99 "," $2,150,922.11 "," $28,731,786.78 ",1988
2017-18,2730,Johnson Creek," $4,761,739.00 "," $444,249.21 "," $5,124,470.35 "," $754,554.07 "," $11,085,012.63 ",745
2017-18,2737,Juda," $1,385,954.00 "," $287,187.15 "," $2,011,570.95 "," $161,747.97 "," $3,846,460.07 ",247
2017-18,2758,Kaukauna Area," $19,586,802.00 "," $2,077,990.94 "," $31,875,479.05 "," $4,184,010.77 "," $57,724,282.76 ",4678
2017-18,2793,Kenosha," $90,741,848.00 "," $23,803,927.26 "," $175,186,224.00 "," $7,028,779.51 "," $296,760,778.80 ",21837
2017-18,1376,Kettle Moraine," $36,127,978.00 "," $1,729,779.20 "," $9,624,002.11 "," $2,760,887.23 "," $50,242,646.54 ",3709
2017-18,2800,Kewaskum," $11,578,985.00 "," $1,098,299.30 "," $9,984,443.26 "," $1,549,298.98 "," $24,211,026.54 ",1884
2017-18,2814,Kewaunee," $5,304,883.00 "," $645,995.66 "," $6,141,102.86 "," $583,491.30 "," $12,675,472.82 ",1011
2017-18,5960,Kickapoo Area," $1,838,274.00 "," $684,819.87 "," $3,975,238.95 "," $391,024.72 "," $6,889,357.54 ",480
2017-18,2828,Kiel Area," $6,654,862.00 "," $775,249.63 "," $8,008,962.43 "," $1,276,958.18 "," $16,716,032.24 ",1322
2017-18,2835,Kimberly Area," $15,407,171.00 "," $1,811,696.18 "," $37,473,573.96 "," $3,228,125.38 "," $57,920,566.52 ",4873
2017-18,2842,Kohler," $6,941,720.00 "," $165,528.59 "," $975,314.30 "," $805,604.58 "," $8,888,167.47 ",508
2017-18,1848,Lac Du Flambeau #1," $6,270,066.00 "," $4,385,290.82 "," $2,422,034.56 "," $349,861.18 "," $13,427,252.56 ",557
2017-18,2849,Lacrosse," $50,065,997.00 "," $6,820,607.25 "," $40,823,150.57 "," $4,421,530.68 "," $102,131,285.50 ",6659
2017-18,2856,Ladysmith," $3,746,711.00 "," $1,130,934.78 "," $7,742,617.15 "," $269,939.53 "," $12,890,202.46 ",759
2017-18,2863,Lafarge," $1,064,884.00 "," $525,502.20 "," $2,145,847.83 "," $128,122.36 "," $3,864,356.39 ",242
2017-18,3862,Lake Country," $3,937,196.00 "," $215,186.82 "," $466,424.95 "," $371,345.29 "," $4,990,153.06 ",368
2017-18,2885,Lake Geneva J1," $17,757,998.00 "," $1,519,547.33 "," $7,628,738.51 "," $806,310.09 "," $27,712,593.93 ",1901
2017-18,2884,Lake Geneva-Genoa UHS," $16,690,356.00 "," $896,027.90 "," $3,669,119.67 "," $1,062,190.56 "," $22,317,694.13 ",1371
2017-18,2891,Lake Holcombe," $3,751,420.00 "," $435,251.82 "," $937,605.28 "," $151,281.82 "," $5,275,558.92 ",308
2017-18,2898,Lake Mills Area," $9,149,661.00 "," $855,645.66 "," $9,466,408.47 "," $990,667.71 "," $20,462,382.84 ",1582
2017-18,3647,Lakeland UHS," $10,918,134.00 "," $814,102.55 "," $1,599,298.75 "," $865,536.30 "," $14,197,071.60 ",708
2017-18,2912,Lancaster Community," $3,886,249.00 "," $878,401.41 "," $7,858,243.29 "," $323,723.92 "," $12,946,617.62 ",965
2017-18,2940,Laona," $1,945,363.00 "," $317,730.12 "," $1,469,494.07 "," $184,447.11 "," $3,917,034.30 ",222
2017-18,2961,Lena," $2,044,510.00 "," $251,312.00 "," $3,228,184.31 "," $337,259.76 "," $5,861,266.07 ",417
2017-18,3087,Linn J4," $1,892,531.00 "," $86,634.85 "," $112,531.40 "," $18,610.75 "," $2,110,308.00 ",103
2017-18,3094,Linn J6," $1,716,486.00 "," $62,927.96 "," $172,857.27 "," $80,274.92 "," $2,032,546.15 ",88
2017-18,3129,Little Chute Area," $5,383,443.00 "," $898,571.38 "," $10,557,684.88 "," $1,222,087.48 "," $18,061,786.74 ",1295
2017-18,3150,Lodi," $13,177,381.00 "," $814,659.94 "," $6,886,314.52 "," $1,325,344.43 "," $22,203,699.89 ",1538
2017-18,3171,Lomira," $5,397,935.00 "," $544,133.86 "," $7,423,609.00 "," $593,109.51 "," $13,958,787.37 ",1092
2017-18,3206,Loyal," $1,777,664.00 "," $649,882.21 "," $4,628,241.36 "," $231,413.26 "," $7,287,200.83 ",556
2017-18,3213,Luck," $3,085,764.00 "," $449,305.17 "," $3,342,562.90 "," $546,272.52 "," $7,423,904.59 ",505
2017-18,3220,Luxemburg-Casco," $7,918,438.00 "," $848,080.07 "," $12,722,794.07 "," $765,634.35 "," $22,254,946.49 ",1882
2017-18,3269,Madison Metropolitan," $297,192,687.00 "," $26,659,974.43 "," $91,463,296.76 "," $16,095,343.65 "," $431,411,301.80 ",27778
2017-18,3276,Manawa," $3,401,092.00 "," $535,951.40 "," $5,113,361.98 "," $276,120.03 "," $9,326,525.41 ",741
2017-18,3290,Manitowoc," $18,593,306.00 "," $4,749,456.42 "," $37,647,116.90 "," $1,901,798.44 "," $62,891,677.76 ",5295
2017-18,3297,Maple," $10,467,423.00 "," $902,096.74 "," $7,159,390.46 "," $705,293.46 "," $19,234,203.66 ",1249
2017-18,1897,Maple Dale-Indian Hill," $6,944,814.00 "," $313,267.98 "," $628,796.88 "," $494,581.49 "," $8,381,460.35 ",428
2017-18,3304,Marathon City," $4,037,747.00 "," $375,762.33 "," $4,162,655.02 "," $415,749.72 "," $8,991,914.07 ",691
2017-18,3311,Marinette," $9,211,398.00 "," $1,959,379.95 "," $16,461,235.29 "," $1,130,400.36 "," $28,762,413.60 ",2188
2017-18,3318,Marion," $1,656,884.00 "," $552,198.84 "," $3,717,689.99 "," $143,550.01 "," $6,070,322.84 ",504
2017-18,3325,Markesan," $6,382,530.00 "," $814,039.67 "," $3,516,974.15 "," $497,909.98 "," $11,211,453.80 ",806
2017-18,3332,Marshall," $4,711,984.00 "," $892,932.75 "," $9,203,791.94 "," $594,110.39 "," $15,402,819.08 ",1106
2017-18,3339,Marshfield," $19,990,649.00 "," $3,068,499.06 "," $25,252,070.51 "," $2,163,383.85 "," $50,474,602.42 ",3974
2017-18,3360,Mauston," $7,366,803.00 "," $1,366,532.43 "," $11,763,187.92 "," $699,354.30 "," $21,195,877.65 ",1448
2017-18,3367,Mayville," $6,335,248.00 "," $801,732.26 "," $7,301,485.38 "," $1,326,474.66 "," $15,764,940.30 ",1089
2017-18,3381,McFarland," $15,696,368.00 "," $1,224,084.67 "," $13,383,042.31 "," $2,920,734.01 "," $33,224,228.99 ",2213
2017-18,3409,Medford Area," $7,662,726.00 "," $1,540,144.79 "," $14,911,408.92 "," $1,470,364.70 "," $25,584,644.41 ",2134
2017-18,3427,Mellen," $1,265,200.00 "," $387,308.53 "," $2,385,133.28 "," $71,205.63 "," $4,108,847.44 ",308
2017-18,3428,Melrose-Mindoro," $4,418,385.00 "," $612,002.20 "," $6,361,461.16 "," $371,924.34 "," $11,763,772.70 ",771
2017-18,3430,Menasha," $15,374,073.00 "," $4,273,099.98 "," $31,938,884.87 "," $2,992,145.84 "," $54,578,203.69 ",3731
2017-18,3434,Menominee Indian," $2,673,306.00 "," $8,109,418.17 "," $9,150,076.08 "," $326,105.02 "," $20,258,905.27 ",938
2017-18,3437,Menomonee Falls," $40,195,400.00 "," $1,933,335.01 "," $8,317,329.23 "," $4,822,257.39 "," $55,268,321.63 ",3820
2017-18,3444,Menomonie Area," $17,237,167.00 "," $2,775,364.18 "," $21,994,729.23 "," $2,453,589.32 "," $44,460,849.73 ",3488
2017-18,3479,Mequon-Thiensville," $38,874,953.00 "," $1,411,601.60 "," $4,668,162.01 "," $3,843,353.66 "," $48,798,070.27 ",3530
2017-18,3484,Mercer," $2,322,319.00 "," $268,387.42 "," $374,916.05 "," $35,827.99 "," $3,001,450.46 ",147
2017-18,3500,Merrill Area," $10,671,222.00 "," $2,867,999.27 "," $21,372,347.73 "," $2,169,869.78 "," $37,081,438.78 ",2637
2017-18,3528,Merton Community," $4,730,525.00 "," $259,963.41 "," $4,149,387.92 "," $651,419.43 "," $9,791,295.76 ",818
2017-18,3549,Middleton-Cross Plains," $66,923,780.00 "," $3,237,517.03 "," $21,224,107.69 "," $4,398,707.09 "," $95,784,111.81 ",7216
2017-18,3612,Milton," $14,774,886.00 "," $1,746,279.30 "," $24,343,320.42 "," $1,450,121.61 "," $42,314,607.33 ",3557
2017-18,3619,Milwaukee," $272,114,388.00 "," $190,888,728.00 "," $685,318,425.10 "," $32,420,975.93 "," $1,180,742,517.00 ",77164
2017-18,3633,Mineral Point," $4,075,304.00 "," $470,980.98 "," $5,312,222.94 "," $868,563.00 "," $10,727,070.92 ",690
2017-18,3640,Minocqua J1," $6,649,046.00 "," $360,540.89 "," $1,267,770.30 "," $268,489.37 "," $8,545,846.56 ",590
2017-18,3661,Mishicot," $3,652,749.00 "," $522,606.70 "," $5,288,800.09 "," $475,964.23 "," $9,940,120.02 ",830
2017-18,3668,Mondovi," $3,942,053.00 "," $867,643.10 "," $7,035,418.65 "," $391,165.43 "," $12,236,280.18 ",981
2017-18,3675,Monona Grove," $28,050,459.78 "," $1,585,970.65 "," $16,969,579.92 "," $2,078,121.54 "," $48,684,131.89 ",3207
2017-18,3682,Monroe," $12,659,268.00 "," $1,933,418.17 "," $19,282,533.94 "," $1,377,228.57 "," $35,252,448.68 ",2490
2017-18,3689,Montello," $6,119,596.00 "," $936,453.09 "," $3,078,170.29 "," $216,118.12 "," $10,350,337.50 ",741
2017-18,3696,Monticello," $2,507,414.00 "," $260,450.20 "," $2,681,146.60 "," $209,322.62 "," $5,658,333.42 ",366
2017-18,3787,Mosinee," $9,916,052.00 "," $1,093,169.50 "," $13,550,863.17 "," $960,898.44 "," $25,520,983.11 ",2017
2017-18,3794,Mount Horeb Area," $14,103,066.00 "," $988,985.88 "," $14,984,420.89 "," $1,597,834.35 "," $31,674,307.12 ",2417
2017-18,3822,Mukwonago," $28,039,158.00 "," $1,879,231.02 "," $23,447,281.05 "," $3,284,812.96 "," $56,650,483.03 ",4678
2017-18,3857,Muskego-Norway," $32,279,378.00 "," $1,700,471.15 "," $25,621,044.65 "," $3,415,458.82 "," $63,016,352.62 ",4915
2017-18,3871,Necedah Area," $4,293,908.00 "," $1,045,769.63 "," $4,457,596.30 "," $272,573.22 "," $10,069,847.15 ",727
2017-18,3892,Neenah," $31,072,748.00 "," $4,315,481.79 "," $40,042,530.05 "," $2,746,607.02 "," $78,177,366.86 ",6994
2017-18,3899,Neillsville," $3,754,093.00 "," $808,818.81 "," $6,344,219.83 "," $661,332.21 "," $11,568,463.85 ",954
2017-18,3906,Nekoosa," $10,488,100.00 "," $1,235,976.59 "," $4,491,580.68 "," $321,118.17 "," $16,536,775.44 ",1142
