School Year,District Code,School Code,Cooperative Educational Service Agency,District Name,Overall Accountability Score,Overall Accountability Rating,Lowest Grade in the District,Highest Grade in the District,School Type,District Enrollment,Percent American Indian or Alaskan Native,Percent Asian,Percent Black or African American,Percent Hispanic/Latino,Percent Native Hawaiian or Other Pacific Islander,Percent White,Percent Two or More Races,Percent Students with Disabilities,Percent Economically Disadvantaged,Percent Limited English Proficient,Percent Within District Mobility,Percent Between District Mobility,District Student Achievement Score,District ELA Achievement Score,District Mathematics Achievement Score,District Student Growth Score,District ELA Growth Score,District Mathematics Growth Score,District Closing Gaps Score,District ELA Gap Score,District Mathematics Gap Score,District 4 Year Graduation Gap Score,District 6 Year Graduation Gap Score,District Graduation Gap Score,District On-Track and Postsecondary Readiness Score,District Graduation Rate Score,District Attendance Rate Score,District Third-Grade ELA Achievement Score,District Eighth-Grade Mathematics Achievement Score,District Student Achievement Max Score,District ELA Achievement Max Score,District Mathematics Achievement Max Score,District Student Growth Max Score,District ELA Growth Max Score,District Mathematics Growth Max Score,District Closing Gaps Max Score,District ELA Achievement Gap Max Score,District Mathematics Achievement Gap Max Score,District Graduation Gap Max Score,District On-Track and Postsecondary Readiness Max Score,District Graduation Rate Max Score,District Attendance Rate Max Score,District Third-Grade ELA Achievement Max Score,District Eighth-Grade Mathematics Achievement Max Score,State Student Achievement Score,State ELA Achievement Score,State Mathematics Achievement Score,State Student Growth Score,State ELA Growth Score,State Mathematics Growth Score,State Closing Gaps Score,State ELA Achievement Gaps Score,State Mathematics Achievement Gaps Score,State Graduation Gaps Score,State On-Track and Postsecondary Readiness Score,State Graduation Rate Score,State Attendance Rate Score,State Third-Grade ELA Achievement Score,State Eighth-Grade Mathematics Achievement Score,State Student Achievement Max Score,State ELA Achievement Max Score,State Mathematics Achievement Max Score,State Student Growth Max Score,State ELA Growth Max Score,State Mathematics Growth Max Score,State Closing Gaps Max Score,State ELA Achievement Gaps Max Score,State Mathematics Achievement Gaps Max Score,State 4 Year Graduation Gaps Max Score,State 6 Year Graduation Gaps Max Score,State Graduation Gaps Max Score,State On-Track and Postsecondary Readiness Max Score,State Graduation Rate Max Score,State Attendance Rate Max Score,State Third-Grade ELA Achievement Max Score,State Eighth-Grade Mathematics Achievement Max Score,Student Engagement Indicators Deduction,Absenteeism Rate Deduction,Dropout Rate Deduction,Test Partcipation ELA 2019 All Students,Test Partcipation ELA MULTI-YEAR All Students,Test Partcipation Mathematics 2019 All Students,Test Partcipation Mathematics MULTI-YEAR All Students,Subgroup with lowest test participation rate 2019,Test Partcipation ELA 2019 lowest rate subgroup,Test Partcipation ELA MULTI-YEAR lowest rate subgroup,Test Partcipation Mathematics 2019 lowest rate subgroup,Test Partcipation Mathematics MULTI-YEAR lowest rate subgroup,Score weighting Achievement Priority Area,Score weighting Growth Priority Area,Score weighting Closing Gaps Priority Area,Score weighting Ontrack Priority Area,District Percent Proficient ELA 2015,State Percent Proficient ELA 2015,District Percent Proficient Mathematics 2015,State Percent Proficient Mathematics 2015,District Percent Proficient ELA 2016,State Percent Proficient ELA 2016,District Percent Proficient Mathematics 2016,State Percent Proficient Mathematics 2016,District Percent Proficient ELA 2017,State Percent Proficient ELA 2017,District Percent Proficient Mathematics 2017,State Percent Proficient Mathematics 2017,District Percent Proficient ELA 2018,State Percent Proficient ELA 2018,District Percent Proficient Mathematics 2018,State Percent Proficient Mathematics 2018,District Percent Proficient ELA 2019,State Percent Proficient ELA 2019,District Percent Proficient Mathematics 2019,State Percent Proficient Mathematics 2019,Notes,Notes,Change Outlier Note,Accountability Resource Link,Open enrollment note,No Score Note,Grade Band for Comparison,CESA,Locale description,City,Agency type,Charter school indicator,Virtual school indicator
2018-19,1900,  NA,Cooperative Ed Serv Agcy 01,Franklin Public,79.5,Exceeds Expectations,PK,12,NA,"4,599",0.40%,11.80%,2.40%,8.80%,0.10%,72.10%,4.50%,9.30%,14.50%,5.50%,0.00%,2.50%,83.2,41.9,41.3,69.8,38.7,31.1,71.5,18.6,18.4,16.9,17.6,34.5,86.2,34.2,35.9,8.3,7.8,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,25,25,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.20%,99.20%,99.10%,99.10%,Lowest Subgroup Rate: SwD,95.40%,95.80%,94.60%,95.60%,38.70%,11.30%,25.00%,25.00%,0.685,0.502,0.604,0.424,0.635,0.425,0.61,0.405,0.608,0.434,0.603,0.405,0.605,0.423,0.608,0.418,0.611,0.406,0.609,0.41,NA,NA,,NA,,,K-12,1,NA,Franklin,Public school district,N,N
2018-19,2058,  NA,Cooperative Ed Serv Agcy 01,Germantown,80.5,Exceeds Expectations,PK,12,NA,"3,896",0.30%,5.10%,3.80%,4.70%,0.10%,81.80%,4.30%,13.20%,16.60%,1.80%,0.10%,1.80%,80,38.9,41.1,69.9,32.1,37.8,75.6,17.8,19.3,13.5,25,38.5,91.4,38.7,37.6,7.3,7.8,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,25,25,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,98.20%,98.50%,98.30%,98.50%,Lowest Subgroup Rate: SwD,89.90%,91.80%,90.20%,92.00%,37.30%,12.70%,25.00%,25.00%,0.65,0.502,0.575,0.424,0.593,0.425,0.624,0.405,0.573,0.434,0.584,0.405,0.571,0.423,0.623,0.418,0.518,0.406,0.607,0.41,NA,NA,,NA,,,K-12,1,NA,Germantown,Public school district,N,N
2018-19,2184,  NA,Cooperative Ed Serv Agcy 01,Glendale-River Hills,72.5,Meets Expectations,K4,8,NA,"1,065",0.20%,4.60%,34.90%,7.90%,0.30%,45.50%,6.60%,14.90%,32.90%,1.90%,0.00%,2.30%,67.7,36.4,31.3,71.7,40.6,31.1,61.2,35,26.2,NA,NA,NA,89.6,NA,76.1,7.4,6.1,100,50,50,100,50,50,100,50,50,NA,100,NA,80,10,10,63.5,31.9,31.6,66,33,33,73.9,37.2,36.7,NA,86.3,NA,74.4,6.2,5.7,100,50,50,100,50,50,100,50,50,NA,NA,NA,100,NA,80,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,97.80%,97.80%,97.60%,97.80%,Lowest Subgroup Rate: SwD,91.00%,94.70%,90.00%,94.30%,26.40%,23.60%,25.00%,25.00%,0.667,0.502,0.576,0.424,0.519,0.425,0.475,0.405,0.482,0.434,0.421,0.405,0.48,0.423,0.42,0.418,0.505,0.406,0.448,0.41,NA,NA,,NA,,,K-8,1,NA,Glendale,Public school district,N,N
2018-19,2217,  NA,Cooperative Ed Serv Agcy 01,Grafton,86.5,Significantly Exceeds Expectations,K4,12,NA,"2,071",0.30%,4.40%,1.60%,5.40%,0.00%,85.30%,3.00%,13.70%,16.90%,2.10%,0.00%,1.80%,82.2,41.7,40.5,77.5,35.9,41.6,89.9,18.7,21.2,25,25,50,94,39.7,38.2,8.7,7.4,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,25,25,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.00%,98.70%,98.90%,98.70%,Lowest Subgroup Rate: Hispanic,94.90%,97.80%,94.90%,97.80%,37.10%,12.90%,25.00%,25.00%,0.688,0.502,0.572,0.424,0.607,0.425,0.552,0.405,0.633,0.434,0.564,0.405,0.612,0.423,0.584,0.418,0.594,0.406,0.606,0.41,NA,NA,,NA,,,K-12,1,NA,Grafton,Public school district,N,N
2018-19,2296,  NA,Cooperative Ed Serv Agcy 01,Greendale,82,Exceeds Expectations,K4,12,NA,"2,698",0.50%,5.50%,2.30%,13.50%,0.20%,73.90%,4.00%,11.50%,25.40%,5.70%,0.00%,1.10%,82.4,41.9,40.5,67,33,34,82,15.8,16.2,25,25,50,92.6,39.1,38.3,7.9,7.3,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,25,25,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.10%,99.00%,99.10%,99.00%,Lowest Subgroup Rate: Black,95.30%,97.00%,95.30%,97.00%,31.40%,18.60%,25.00%,25.00%,0.693,0.502,0.595,0.424,0.63,0.425,0.592,0.405,0.643,0.434,0.583,0.405,0.619,0.423,0.594,0.418,0.557,0.406,0.573,0.41,NA,NA,,NA,,,K-12,1,NA,Greendale,Public school district,N,N
2018-19,2303,  NA,Cooperative Ed Serv Agcy 01,Greenfield,66.8,Meets Expectations,K4,12,NA,"3,527",0.70%,7.90%,4.60%,25.10%,0.40%,56.10%,5.40%,11.30%,43.30%,7.80%,0.20%,2.80%,57.3,30,27.3,62.3,30.2,32.1,61.8,17.1,18.2,13.4,13.1,26.5,84.8,35.3,37.2,6.2,6.1,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,25,25,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,98.40%,99.00%,98.40%,99.00%,Lowest Subgroup Rate: SwD,94.90%,96.30%,95.30%,96.70%,19.50%,30.50%,25.00%,25.00%,0.491,0.502,0.36,0.424,0.42,0.425,0.302,0.405,0.415,0.434,0.335,0.405,0.379,0.423,0.353,0.418,0.344,0.406,0.328,0.41,NA,NA,,NA,,,K-12,1,NA,Greenfield,Public school district,N,N
2018-19,2420,  NA,Cooperative Ed Serv Agcy 01,Hamilton,86.4,Significantly Exceeds Expectations,K4,12,NA,"4,859",0.20%,7.00%,2.50%,5.70%,0.20%,80.80%,3.60%,9.80%,13.40%,1.50%,0.10%,1.00%,90.8,44.8,46,70.8,34.9,35.9,77.4,19.7,20.4,12.3,25,37.3,95,39,38.1,9.2,8.7,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,25,25,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.00%,99.10%,98.90%,99.10%,Lowest Subgroup Rate: SwD,93.90%,95.60%,94.30%,95.80%,39.40%,10.60%,25.00%,25.00%,0.732,0.502,0.68,0.424,0.687,0.425,0.655,0.405,0.686,0.434,0.678,0.405,0.65,0.423,0.693,0.418,0.66,0.406,0.681,0.41,NA,NA,,NA,,,K-12,1,NA,Sussex,Public school district,N,N
2018-19,2460,  NA,Cooperative Ed Serv Agcy 01,Hartland-Lakeside J3,92,Significantly Exceeds Expectations,K4,8,NA,"1,187",0.30%,1.90%,0.90%,6.90%,0.10%,86.70%,3.20%,11.30%,19.10%,1.20%,0.30%,1.20%,97.6,48.2,49.4,89.8,44.4,45.4,82.8,44.4,38.4,NA,NA,NA,94.4,NA,75.5,9.1,9.8,100,50,50,100,50,50,100,50,50,NA,100,NA,80,10,10,63.5,31.9,31.6,66,33,33,73.9,37.2,36.7,NA,86.3,NA,74.4,6.2,5.7,100,50,50,100,50,50,100,50,50,NA,NA,NA,100,NA,80,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,98.80%,98.70%,98.80%,98.70%,Lowest Subgroup Rate: SwD,91.50%,90.90%,91.50%,90.90%,35.60%,14.40%,25.00%,25.00%,0.706,0.502,0.68,0.424,0.622,0.425,0.711,0.405,0.719,0.434,0.773,0.405,0.732,0.423,0.755,0.418,0.681,0.406,0.742,0.41,NA,NA,,NA,,,K-8,1,NA,Hartland,Public school district,N,N
2018-19,2793,  NA,Cooperative Ed Serv Agcy 01,Kenosha,68.6,Meets Expectations,K4,12,NA,"21,233",0.20%,1.50%,14.20%,28.90%,0.10%,48.70%,6.40%,12.70%,51.60%,10.10%,1.60%,3.40%,56.5,29.8,26.7,56.5,29.2,27.3,76.7,19.9,20.6,16.1,20.1,36.2,84.5,36.3,36.8,6.1,5.3,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,25,25,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,97.90%,98.10%,98.00%,98.10%,Lowest Subgroup Rate: Amer Indian,85.70%,92.90%,95.20%,98.60%,13.90%,36.10%,25.00%,25.00%,0.442,0.502,0.329,0.424,0.389,0.425,0.328,0.405,0.407,0.434,0.331,0.405,0.378,0.423,0.347,0.418,0.368,0.406,0.343,0.41,NA,NA,,NA,,,K-12,1,NA,Kenosha,Public school district,N,N
2018-19,1376,  NA,Cooperative Ed Serv Agcy 01,Kettle Moraine,81.5,Exceeds Expectations,K4,12,NA,"3,868",0.20%,1.30%,0.70%,5.70%,0.00%,89.10%,3.00%,11.80%,13.00%,0.70%,0.30%,2.10%,81.5,40.6,40.9,60.4,30.2,30.2,78.4,16.3,16.6,20.5,25,45.5,93.2,39.2,37.9,8.1,8,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,25,25,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.00%,99.20%,99.30%,99.20%,Lowest Subgroup Rate: EL,92.90%,96.30%,100%,100%,39.70%,10.30%,25.00%,25.00%,0.658,0.502,0.633,0.424,0.583,0.425,0.631,0.405,0.633,0.434,0.63,0.405,0.572,0.423,0.599,0.418,0.563,0.406,0.586,0.41,NA,NA,,NA,,,K-12,1,NA,Wales,Public school district,N,N
2018-19,1897,  NA,Cooperative Ed Serv Agcy 01,Maple Dale-Indian Hill,86.2,Significantly Exceeds Expectations,K4,8,NA,471,0.40%,8.50%,13.00%,8.50%,0.00%,62.60%,7.00%,15.30%,13.80%,4.20%,0.00%,2.50%,82.4,41.7,40.7,91.7,48.2,43.5,82.5,42.9,39.6,NA,NA,NA,93.3,NA,76.7,8.1,8.5,100,50,50,100,50,50,100,50,50,NA,100,NA,80,10,10,63.5,31.9,31.6,66,33,33,73.9,37.2,36.7,NA,86.3,NA,74.4,6.2,5.7,100,50,50,100,50,50,100,50,50,NA,NA,NA,100,NA,80,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,98.30%,97.60%,98.30%,97.60%,Lowest Subgroup Rate: Two or More,95.20%,98.40%,95.20%,98.40%,39.10%,10.90%,25.00%,25.00%,0.691,0.502,0.652,0.424,0.547,0.425,0.53,0.405,0.601,0.434,0.561,0.405,0.573,0.423,0.586,0.418,0.638,0.406,0.649,0.41,NA,NA,,NA,,,K-8,1,NA,Fox Point,Public school district,N,N
2018-19,3437,  NA,Cooperative Ed Serv Agcy 01,Menomonee Falls,81.2,Exceeds Expectations,K4,12,NA,"4,002",0.30%,7.50%,7.40%,4.60%,0.00%,74.20%,5.80%,12.10%,18.60%,2.10%,0.00%,2.40%,77,37.4,39.6,75.6,35.9,39.7,81.1,17.2,18.2,20.7,25,45.7,90.4,39.2,37.8,6.8,6.6,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,25,25,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.10%,99.10%,98.90%,99.00%,Lowest Subgroup Rate: EL,100%,100%,94.30%,98.20%,35.90%,14.10%,25.00%,25.00%,0.617,0.502,0.566,0.424,0.549,0.425,0.538,0.405,0.574,0.434,0.585,0.405,0.524,0.423,0.581,0.418,0.497,0.406,0.562,0.41,NA,NA,,NA,,,K-12,1,NA,Menomonee Falls,Public school district,N,N
2018-19,3479,  NA,Cooperative Ed Serv Agcy 01,Mequon-Thiensville,89.5,Significantly Exceeds Expectations,K4,12,NA,"3,771",0.00%,7.10%,6.40%,5.40%,0.10%,76.50%,4.50%,9.40%,11.40%,3.10%,0.10%,1.70%,90.5,46.1,44.4,77.4,40.6,36.8,88.1,19.6,18.5,25,25,50,93.8,39.4,37.9,8.6,7.9,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,25,25,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,98.60%,98.20%,98.60%,98.20%,Lowest Subgroup Rate: SwD,95.20%,95.50%,95.20%,95.60%,40.70%,9.30%,25.00%,25.00%,0.755,0.502,0.685,0.424,0.716,0.425,0.653,0.405,0.722,0.434,0.662,0.405,0.704,0.423,0.68,0.418,0.675,0.406,0.643,0.41,NA,NA,,NA,,,K-12,1,NA,Mequon,Public school district,N,N
2018-19,3528,  NA,Cooperative Ed Serv Agcy 01,Merton Community,89.7,Significantly Exceeds Expectations,K4,8,NA,844,0.40%,1.30%,0.50%,3.70%,0.40%,92.80%,1.10%,10.20%,6.30%,0.20%,0.00%,1.20%,93.8,46.6,47.2,61.3,31.1,30.2,84.4,44.6,39.8,NA,NA,NA,94.5,NA,76.5,9.4,8.6,100,50,50,100,50,50,100,50,50,NA,100,NA,80,10,10,63.5,31.9,31.6,66,33,33,73.9,37.2,36.7,NA,86.3,NA,74.4,6.2,5.7,100,50,50,100,50,50,100,50,50,NA,NA,NA,100,NA,80,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,98.90%,98.70%,98.90%,98.70%,Lowest Subgroup Rate: SwD,92.60%,92.10%,92.60%,92.10%,44.10%,5.90%,25.00%,25.00%,0.683,0.502,0.754,0.424,0.586,0.425,0.697,0.405,0.733,0.434,0.74,0.405,0.712,0.423,0.721,0.418,0.639,0.406,0.727,0.41,NA,NA,,NA,,,K-8,1,NA,Merton,Public school district,N,N
2018-19,3619,  NA,Cooperative Ed Serv Agcy 01,Milwaukee,58.4,Meets Few Expectations,K3,12,NA,"75,431",0.50%,7.30%,51.50%,27.20%,0.10%,10.50%,2.90%,19.70%,82.90%,11.90%,4.20%,5.50%,32.4,17.8,14.6,64.1,34.9,29.2,63.9,17.9,17.9,15,13.1,28.1,67.7,27.4,34.3,3.3,2.7,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,25,25,50,100,40,40,10,10,Total Deductions: -5,Goal not met: -5,Goal met: no deduction,92.40%,91.40%,92.70%,91.80%,Lowest Subgroup Rate: SwD,87.60%,86.70%,88.10%,87.20%,5.00%,45.00%,25.00%,25.00%,0.25,0.502,0.149,0.424,0.198,0.425,0.137,0.405,0.2,0.434,0.143,0.405,0.192,0.423,0.148,0.418,0.184,0.406,0.148,0.41,NA,NA,,NA,,,K-12,1,NA,Milwaukee,Public school district,N,N
2018-19,3822,  NA,Cooperative Ed Serv Agcy 01,Mukwonago,83,Significantly Exceeds Expectations,K4,12,NA,"5,040",0.10%,1.00%,0.50%,4.80%,0.00%,90.40%,3.10%,11.90%,12.20%,0.40%,0.20%,1.80%,81.5,39.6,41.9,66,33,33,82.1,19.4,18,19.7,25,44.7,93.1,39.2,38.1,8.4,7.4,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,25,25,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,98.20%,98.70%,98.20%,98.70%,Lowest Subgroup Rate: Asian,86.10%,90.60%,86.10%,90.60%,40.20%,9.80%,25.00%,25.00%,0.633,0.502,0.624,0.424,0.571,0.425,0.641,0.405,0.567,0.434,0.613,0.405,0.57,0.423,0.643,0.418,0.556,0.406,0.621,0.41,NA,NA,,NA,,,K-12,1,NA,Mukwonago,Public school district,N,N
2018-19,3857,  NA,Cooperative Ed Serv Agcy 01,Muskego-Norway,83.8,Significantly Exceeds Expectations,K4,12,NA,"4,850",0.30%,1.30%,0.60%,5.70%,0.10%,89.70%,2.20%,9.50%,8.80%,0.40%,0.10%,0.90%,85.8,41.8,44,77.5,35.9,41.6,72,19.9,20.3,12.9,18.9,31.8,94.2,39.2,37.8,8.6,8.6,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,25,25,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.20%,99.20%,99.20%,99.20%,Lowest Subgroup Rate: EL,95.00%,95.20%,95.00%,95.20%,42.50%,7.50%,25.00%,25.00%,0.685,0.502,0.634,0.424,0.557,0.425,0.615,0.405,0.611,0.434,0.621,0.405,0.629,0.423,0.679,0.418,0.601,0.406,0.672,0.41,NA,NA,,NA,,,K-12,1,NA,Muskego,Public school district,N,N
2018-19,3925,  NA,Cooperative Ed Serv Agcy 01,New Berlin,86.9,Significantly Exceeds Expectations,PK,12,NA,"4,348",0.20%,8.50%,1.90%,6.10%,0.10%,80.30%,2.90%,8.30%,12.20%,1.50%,0.20%,1.60%,85.9,41.8,44.1,73.6,36.8,36.8,85.9,19.4,18.4,23.1,25,48.1,94.7,39.7,38.3,8.1,8.6,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,25,25,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.40%,99.40%,99.30%,99.40%,Lowest Subgroup Rate: SwD,95.70%,95.50%,95.20%,95.40%,40.20%,9.80%,25.00%,25.00%,0.672,0.502,0.686,0.424,0.61,0.425,0.657,0.405,0.618,0.434,0.662,0.405,0.615,0.423,0.668,0.418,0.596,0.406,0.646,0.41,NA,NA,,NA,,,K-12,1,NA,New Berlin,Public school district,N,N
2018-19,3976,  NA,Cooperative Ed Serv Agcy 01,Norris,NA,NA,K4,12,NA,27,0.00%,0.00%,48.10%,7.40%,0.00%,40.70%,3.70%,33.30%,74.10%,0.00%,3.70%,55.60%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: NA,NA,NA,95.00%,91.60%,100%,92.80%,NA,   NA%,   NA%,   NA%,   NA%,NA,NA,NA,NA,NA,0.502,NA,0.424,NA,0.425,NA,0.405,NA,0.434,NA,0.405,NA,0.423,NA,0.418,NA,0.406,NA,0.41,NA,NA,,NA,This district contains one or more virtual charter schools with at least 50% open enrollment. The following schools are excluded from this district report card: Norris Academy Virtual School.,Insufficient data to produce a score,K-12,1,Rural,Mukwonago,Public school district,N,N
2018-19,1945,  NA,Cooperative Ed Serv Agcy 01,Northern Ozaukee,75.5,Exceeds Expectations,K4,12,NA,726,0.60%,1.20%,1.00%,7.20%,0.00%,88.00%,2.10%,15.80%,28.20%,2.20%,0.70%,1.90%,70.4,37.9,32.5,66.1,35.9,30.2,73.5,37,36.5,NA,NA,NA,91.2,39.3,38.2,6.9,6.8,100,50,50,100,50,50,100,50,50,NA,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.60%,99.60%,99.60%,99.60%,Lowest Subgroup Rate: SwD,98.50%,99.00%,98.50%,99.00%,29.50%,20.50%,25.00%,25.00%,0.619,0.502,0.456,0.424,0.536,0.425,0.397,0.405,0.527,0.434,0.41,0.405,0.521,0.423,0.436,0.418,0.528,0.406,0.464,0.41,NA,NA,,NA,This district contains one or more virtual charter schools with at least 50% open enrollment. The following schools are excluded from this district report card: Wisconsin Virtual Learning.,,K-12,1,Rural,Fredonia,Public school district,N,N
2018-19,4018,  NA,Cooperative Ed Serv Agcy 01,Oak Creek-Franklin Joint,77.5,Exceeds Expectations,K4,12,NA,"6,604",0.50%,7.80%,4.10%,13.90%,0.20%,70.50%,3.10%,10.00%,26.50%,8.00%,0.20%,4.10%,70.5,35.4,35.1,61.3,30.2,31.1,85.7,17.8,17.9,25,25,50,90.3,38.8,37.5,7.2,6.8,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,25,25,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,98.90%,99.10%,99.10%,99.20%,Lowest Subgroup Rate: SwD,97.40%,97.10%,97.70%,97.10%,30.70%,19.30%,25.00%,25.00%,0.549,0.502,0.486,0.424,0.487,0.425,0.48,0.405,0.507,0.434,0.473,0.405,0.487,0.423,0.5,0.418,0.483,0.406,0.496,0.41,NA,NA,,NA,,,K-12,1,NA,Oak Creek,Public school district,N,N
2018-19,4060,  NA,Cooperative Ed Serv Agcy 01,Oconomowoc Area,80.2,Exceeds Expectations,K4,12,NA,"5,272",0.20%,1.30%,0.90%,6.40%,0.00%,87.90%,3.40%,10.80%,17.90%,2.20%,0.10%,1.80%,75.3,36.4,38.9,74.6,34.9,39.7,79.5,19.9,20.8,13.8,25,38.8,90.9,38.5,37.7,7.7,7,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,25,25,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,97.40%,97.40%,97.40%,97.30%,Lowest Subgroup Rate: SwD,93.40%,92.50%,92.80%,91.90%,36.40%,13.60%,25.00%,25.00%,0.524,0.502,0.51,0.424,0.48,0.425,0.539,0.405,0.506,0.434,0.538,0.405,0.49,0.423,0.576,0.418,0.5,0.406,0.566,0.41,NA,NA,,NA,,,K-12,1,NA,Oconomowoc,Public school district,N,N
